date,agent_id,model,input_tokens,output_tokens,cost_usd,requests
2026-04-18,AGT-0045,mistral-large,3024,1628,0.0158,3
2026-04-19,AGT-0045,mistral-large,3941,2122,0.0206,4
2026-04-20,AGT-0045,mistral-large,5291,2849,0.0277,5
2026-04-21,AGT-0045,llama-3.1-8b,6665,3589,0.0021,6
2026-04-22,AGT-0045,gemini-1.5-pro,10312,5552,0.0944,10
2026-04-23,AGT-0045,mistral-large,9382,5052,0.0491,9
2026-04-24,AGT-0045,gemini-1.5-pro,5567,2997,0.051,5
2026-04-25,AGT-0045,llama-3.1-8b,2709,1458,0.0009,2
2026-04-26,AGT-0045,gemini-1.5-pro,3504,1886,0.0321,3
2026-04-27,AGT-0045,mistral-large,7269,3914,0.038,7
2026-04-28,AGT-0045,gemini-1.5-pro,6799,3661,0.0622,6
2026-04-29,AGT-0045,llama-3.1-8b,11204,6033,0.0035,11
2026-04-30,AGT-0045,mistral-large,8827,4753,0.0462,9
2026-05-01,AGT-0045,llama-3.1-8b,8935,4811,0.0028,9
2026-05-02,AGT-0045,mistral-large,3570,1922,0.0187,3
2026-05-03,AGT-0045,mistral-large,3453,1859,0.0181,3
2026-05-04,AGT-0045,llama-3.1-8b,10349,5572,0.0033,10
2026-05-05,AGT-0045,llama-3.1-8b,8167,4398,0.0026,8
2026-05-06,AGT-0045,llama-3.1-8b,10391,5595,0.0033,10
2026-05-07,AGT-0045,mistral-large,6680,3596,0.0349,6
2026-05-08,AGT-0045,gemini-1.5-pro,11490,6187,0.1052,11
2026-05-09,AGT-0045,gemini-1.5-pro,2036,1096,0.0186,2
2026-05-10,AGT-0045,mistral-large,4304,2317,0.0225,4
2026-05-11,AGT-0045,gemini-1.5-pro,5631,3032,0.0515,5
2026-05-12,AGT-0045,llama-3.1-8b,9395,5059,0.003,9
2026-05-13,AGT-0045,llama-3.1-8b,7038,3790,0.0022,7
2026-05-14,AGT-0045,gemini-1.5-pro,8796,4736,0.0805,9
2026-05-15,AGT-0045,gemini-1.5-pro,7854,4229,0.0719,8
2026-05-16,AGT-0045,gemini-1.5-pro,3071,1653,0.0281,3
2026-05-17,AGT-0045,mistral-large,3505,1887,0.0183,3
2026-05-18,AGT-0045,gemini-1.5-pro,7694,4143,0.0704,7
2026-05-19,AGT-0045,mistral-large,11347,6110,0.0594,11
2026-05-20,AGT-0045,llama-3.1-8b,6427,3460,0.002,6
2026-05-21,AGT-0045,mistral-large,7829,4216,0.041,8
2026-05-22,AGT-0045,gemini-1.5-pro,6531,3517,0.0598,6
2026-05-23,AGT-0045,llama-3.1-8b,4619,2487,0.0015,4
2026-05-24,AGT-0045,gemini-1.5-pro,2347,1264,0.0215,2
2026-05-25,AGT-0045,llama-3.1-8b,7583,4083,0.0024,7
2026-05-26,AGT-0045,mistral-large,8056,4338,0.0421,8
2026-05-27,AGT-0045,gemini-1.5-pro,9620,5180,0.0881,9
2026-05-28,AGT-0045,mistral-large,8551,4604,0.0447,8
2026-05-29,AGT-0045,mistral-large,9310,5013,0.0487,9
2026-05-30,AGT-0045,gemini-1.5-pro,2935,1580,0.0269,3
2025-12-02,AGT-0046,o3-mini,26301,14162,0.0912,26
2025-12-03,AGT-0046,o3-mini,22385,12053,0.0777,22
2025-12-04,AGT-0046,gpt-4o,22510,12120,0.1775,23
2025-12-05,AGT-0046,gpt-4o,13498,7268,0.1064,13
2025-12-06,AGT-0046,gpt-4o-mini,8610,4636,0.0041,8
2025-12-07,AGT-0046,gpt-4o,6731,3624,0.0531,6
2025-12-08,AGT-0046,o3-mini,12181,6559,0.0423,12
2025-12-09,AGT-0046,o3-mini,22184,11945,0.077,22
2025-12-10,AGT-0046,gpt-4o,21636,11650,0.1706,22
2025-12-11,AGT-0046,gpt-4o,15337,8258,0.1209,15
2025-12-12,AGT-0046,gpt-4o,12412,6683,0.0979,12
2025-12-13,AGT-0046,gpt-4o-mini,8337,4489,0.0039,8
2025-12-14,AGT-0046,gpt-4o-mini,9935,5349,0.0047,10
2025-12-15,AGT-0046,gpt-4o-mini,19286,10384,0.0091,19
2025-12-16,AGT-0046,gpt-4o-mini,15947,8587,0.0075,16
2025-12-17,AGT-0046,gpt-4o-mini,20483,11029,0.0097,21
2025-12-18,AGT-0046,gpt-4o-mini,24172,13016,0.0114,24
2025-12-19,AGT-0046,o3-mini,19187,10331,0.0666,19
2025-12-20,AGT-0046,gpt-4o,4991,2687,0.0393,5
2025-12-21,AGT-0046,o3-mini,7306,3934,0.0253,7
2025-12-22,AGT-0046,gpt-4o-mini,18942,10199,0.009,19
2025-12-23,AGT-0046,o3-mini,16523,8897,0.0573,16
2025-12-24,AGT-0046,gpt-4o-mini,23595,12705,0.0112,24
2025-12-25,AGT-0046,o3-mini,17954,9667,0.0623,18
2025-12-26,AGT-0046,gpt-4o-mini,18686,10061,0.0088,19
2025-12-27,AGT-0046,gpt-4o,10441,5622,0.0823,10
2025-12-28,AGT-0046,gpt-4o,7299,3930,0.0575,7
2025-12-29,AGT-0046,gpt-4o-mini,17716,9539,0.0084,18
2025-12-30,AGT-0046,gpt-4o,18355,9883,0.1447,18
2025-12-31,AGT-0046,gpt-4o-mini,15708,8458,0.0074,16
2026-01-01,AGT-0046,gpt-4o-mini,12215,6577,0.0058,12
2026-01-02,AGT-0046,gpt-4o-mini,15510,8351,0.0073,15
2026-01-03,AGT-0046,gpt-4o-mini,9041,4868,0.0043,9
2026-01-04,AGT-0046,o3-mini,5922,3189,0.0205,6
2026-01-05,AGT-0046,gpt-4o-mini,23230,12508,0.011,23
2026-01-06,AGT-0046,o3-mini,20514,11046,0.0712,21
2026-01-07,AGT-0046,gpt-4o-mini,14608,7866,0.0069,14
2026-01-08,AGT-0046,gpt-4o,18585,10007,0.1465,19
2026-01-09,AGT-0046,o3-mini,25470,13714,0.0884,26
2026-01-10,AGT-0046,gpt-4o,8736,4704,0.0689,8
2026-01-11,AGT-0046,gpt-4o-mini,8232,4432,0.0039,8
2026-01-12,AGT-0046,gpt-4o,15174,8171,0.1196,15
2026-01-13,AGT-0046,gpt-4o-mini,12472,6716,0.0059,12
2026-01-14,AGT-0046,o3-mini,20959,11285,0.0727,21
2026-01-15,AGT-0046,gpt-4o-mini,11824,6366,0.0056,12
2026-01-16,AGT-0046,gpt-4o,17156,9238,0.1353,17
2026-01-17,AGT-0046,gpt-4o-mini,7981,4297,0.0038,8
2026-01-18,AGT-0046,gpt-4o,7260,3909,0.0572,7
2026-01-19,AGT-0046,gpt-4o,18354,9883,0.1447,18
2026-01-20,AGT-0046,gpt-4o-mini,27104,14594,0.0128,27
2026-01-21,AGT-0046,o3-mini,21279,11458,0.0738,21
2026-01-22,AGT-0046,o3-mini,21383,11514,0.0742,21
2026-01-23,AGT-0046,gpt-4o-mini,24811,13360,0.0117,25
2026-01-24,AGT-0046,gpt-4o-mini,8497,4575,0.004,8
2026-01-25,AGT-0046,gpt-4o-mini,10437,5619,0.0049,10
2026-01-26,AGT-0046,gpt-4o,21956,11822,0.1731,22
2026-01-27,AGT-0046,gpt-4o-mini,16357,8807,0.0077,16
2026-01-28,AGT-0046,gpt-4o-mini,23458,12631,0.0111,24
2026-01-29,AGT-0046,gpt-4o-mini,23327,12560,0.011,23
2026-01-30,AGT-0046,gpt-4o,22760,12255,0.1794,23
2026-01-31,AGT-0046,gpt-4o-mini,9620,5180,0.0046,9
2026-02-01,AGT-0046,gpt-4o-mini,8498,4576,0.004,8
2026-02-02,AGT-0046,o3-mini,20582,11082,0.0714,21
2026-02-03,AGT-0046,o3-mini,20889,11248,0.0725,21
2026-02-04,AGT-0046,o3-mini,15482,8336,0.0537,15
2026-02-05,AGT-0046,gpt-4o-mini,26438,14235,0.0125,27
2026-02-06,AGT-0046,gpt-4o-mini,16002,8616,0.0076,16
2026-02-07,AGT-0046,o3-mini,6458,3477,0.0224,6
2026-02-08,AGT-0046,gpt-4o-mini,10176,5479,0.0048,10
2026-02-09,AGT-0046,o3-mini,15815,8515,0.0549,16
2026-02-10,AGT-0046,o3-mini,23541,12676,0.0817,24
2026-02-11,AGT-0046,gpt-4o,22613,12176,0.1783,23
2026-02-12,AGT-0046,gpt-4o,13979,7527,0.1102,14
2026-02-13,AGT-0046,o3-mini,20955,11283,0.0727,21
2026-02-14,AGT-0046,o3-mini,7301,3931,0.0253,7
2026-02-15,AGT-0046,o3-mini,9191,4949,0.0319,9
2026-02-16,AGT-0046,o3-mini,26288,14155,0.0912,26
2026-02-17,AGT-0046,o3-mini,22136,11919,0.0768,22
2026-02-18,AGT-0046,o3-mini,21723,11697,0.0754,22
2026-02-19,AGT-0046,gpt-4o-mini,20789,11194,0.0098,21
2026-02-20,AGT-0046,gpt-4o,13256,7137,0.1045,13
2026-02-21,AGT-0046,gpt-4o,5326,2868,0.042,5
2026-02-22,AGT-0046,o3-mini,10905,5872,0.0378,11
2026-02-23,AGT-0046,gpt-4o,18650,10042,0.147,19
2026-02-24,AGT-0046,gpt-4o,22483,12106,0.1773,23
2026-02-25,AGT-0046,gpt-4o,25122,13527,0.1981,25
2026-02-26,AGT-0046,gpt-4o-mini,19171,10323,0.0091,19
2026-02-27,AGT-0046,o3-mini,25728,13853,0.0893,26
2026-02-28,AGT-0046,gpt-4o-mini,6849,3688,0.0032,7
2026-03-01,AGT-0046,gpt-4o-mini,8613,4637,0.0041,8
2026-03-02,AGT-0046,gpt-4o-mini,17480,9412,0.0083,17
2026-03-03,AGT-0046,gpt-4o,24185,13022,0.1907,24
2026-03-04,AGT-0046,gpt-4o,25102,13516,0.1979,25
2026-03-05,AGT-0046,gpt-4o,12281,6613,0.0968,12
2026-03-06,AGT-0046,gpt-4o-mini,12369,6660,0.0059,12
2026-03-07,AGT-0046,gpt-4o-mini,8216,4424,0.0039,8
2026-03-08,AGT-0046,gpt-4o,7060,3801,0.0557,7
2026-03-09,AGT-0046,o3-mini,14014,7546,0.0486,14
2026-03-10,AGT-0046,gpt-4o,15185,8176,0.1197,15
2026-03-11,AGT-0046,gpt-4o,24538,13212,0.1935,25
2026-03-12,AGT-0046,gpt-4o-mini,25696,13836,0.0122,26
2026-03-13,AGT-0046,gpt-4o,13363,7195,0.1054,13
2026-03-14,AGT-0046,gpt-4o-mini,5953,3205,0.0028,6
2026-03-15,AGT-0046,gpt-4o-mini,6759,3639,0.0032,6
2026-03-16,AGT-0046,o3-mini,25183,13560,0.0874,25
2026-03-17,AGT-0046,gpt-4o-mini,22728,12238,0.0108,23
2026-03-18,AGT-0046,o3-mini,14668,7898,0.0509,15
2026-03-19,AGT-0046,o3-mini,16963,9134,0.0588,17
2026-03-20,AGT-0046,gpt-4o,24797,13352,0.1955,25
2026-03-21,AGT-0046,gpt-4o-mini,8145,4386,0.0039,8
2026-03-22,AGT-0046,gpt-4o,10738,5782,0.0847,11
2026-03-23,AGT-0046,o3-mini,26094,14050,0.0905,26
2026-03-24,AGT-0046,gpt-4o,15107,8134,0.1191,15
2026-03-25,AGT-0046,gpt-4o-mini,15773,8493,0.0075,16
2026-03-26,AGT-0046,gpt-4o,20319,10941,0.1602,20
2026-03-27,AGT-0046,gpt-4o-mini,15746,8478,0.0074,16
2026-03-28,AGT-0046,gpt-4o,7154,3852,0.0564,7
2026-03-29,AGT-0046,gpt-4o,5208,2804,0.0411,5
2026-03-30,AGT-0046,o3-mini,26278,14150,0.0912,26
2026-03-31,AGT-0046,gpt-4o,17487,9416,0.1379,17
2026-04-01,AGT-0046,gpt-4o,16327,8791,0.1287,16
2026-04-02,AGT-0046,gpt-4o-mini,14671,7900,0.0069,15
2026-04-03,AGT-0046,o3-mini,14158,7623,0.0491,14
2026-04-04,AGT-0046,gpt-4o,9302,5009,0.0733,9
2026-04-05,AGT-0046,gpt-4o,10033,5402,0.0791,10
2026-04-06,AGT-0046,gpt-4o-mini,16536,8904,0.0078,16
2026-04-07,AGT-0046,gpt-4o-mini,14556,7838,0.0069,14
2026-04-08,AGT-0046,gpt-4o,14943,8046,0.1178,15
2026-04-09,AGT-0046,gpt-4o,11991,6457,0.0945,12
2026-04-10,AGT-0046,o3-mini,22047,11871,0.0765,22
2026-04-11,AGT-0046,o3-mini,8295,4466,0.0288,8
2026-04-12,AGT-0046,o3-mini,9306,5011,0.0323,9
2026-04-13,AGT-0046,gpt-4o-mini,24195,13028,0.0114,24
2026-04-14,AGT-0046,o3-mini,23890,12864,0.0829,24
2026-04-15,AGT-0046,gpt-4o,24666,13282,0.1945,25
2026-04-16,AGT-0046,o3-mini,20313,10938,0.0705,20
2026-04-17,AGT-0046,o3-mini,16595,8935,0.0576,17
2026-04-18,AGT-0046,o3-mini,10278,5534,0.0357,10
2026-04-19,AGT-0046,gpt-4o-mini,10048,5410,0.0048,10
2026-04-20,AGT-0046,gpt-4o,23450,12627,0.1849,24
2026-04-21,AGT-0046,o3-mini,14086,7585,0.0489,14
2026-04-22,AGT-0046,o3-mini,13098,7053,0.0454,13
2026-04-23,AGT-0046,gpt-4o-mini,26867,14467,0.0127,27
2026-04-24,AGT-0046,gpt-4o,25572,13769,0.2016,26
2026-04-25,AGT-0046,gpt-4o,7586,4085,0.0598,7
2026-04-26,AGT-0046,gpt-4o-mini,10879,5858,0.0051,11
2026-04-27,AGT-0046,gpt-4o-mini,14942,8045,0.0071,15
2026-04-28,AGT-0046,gpt-4o,12611,6790,0.0994,12
2026-04-29,AGT-0046,gpt-4o-mini,20070,10807,0.0095,20
2026-04-30,AGT-0046,gpt-4o,26477,14256,0.2088,27
2026-05-01,AGT-0046,o3-mini,14226,7660,0.0494,14
2026-05-02,AGT-0046,gpt-4o-mini,8483,4567,0.004,8
2026-05-03,AGT-0046,gpt-4o-mini,7314,3938,0.0035,7
2026-05-04,AGT-0046,gpt-4o-mini,14526,7821,0.0069,14
2026-05-05,AGT-0046,gpt-4o,23085,12430,0.182,23
2026-05-06,AGT-0046,gpt-4o,14803,7971,0.1167,15
2026-05-07,AGT-0046,gpt-4o,19816,10670,0.1562,20
2026-05-08,AGT-0046,gpt-4o,21428,11538,0.1689,21
2026-05-09,AGT-0046,gpt-4o,4738,2551,0.0374,4
2026-05-10,AGT-0046,gpt-4o-mini,5518,2971,0.0026,5
2026-05-11,AGT-0046,gpt-4o,20648,11118,0.1628,21
2026-05-12,AGT-0046,gpt-4o,15062,8110,0.1188,15
2026-05-13,AGT-0046,gpt-4o,15283,8229,0.1205,15
2026-05-14,AGT-0046,gpt-4o-mini,14777,7957,0.007,15
2026-05-15,AGT-0046,gpt-4o,19007,10234,0.1499,19
2026-05-16,AGT-0046,gpt-4o,9260,4986,0.073,9
2026-05-17,AGT-0046,gpt-4o-mini,8862,4772,0.0042,9
2026-05-18,AGT-0046,gpt-4o-mini,23919,12879,0.0113,24
2026-05-19,AGT-0046,gpt-4o,26251,14135,0.207,26
2026-05-20,AGT-0046,gpt-4o-mini,18525,9975,0.0088,19
2026-05-21,AGT-0046,gpt-4o-mini,13915,7492,0.0066,14
2026-05-22,AGT-0046,gpt-4o-mini,21210,11421,0.01,21
2026-05-23,AGT-0046,gpt-4o-mini,9365,5043,0.0044,9
2026-05-24,AGT-0046,o3-mini,6234,3357,0.0216,6
2026-05-25,AGT-0046,gpt-4o-mini,12583,6775,0.006,12
2026-05-26,AGT-0046,gpt-4o,21711,11690,0.1712,22
2026-05-27,AGT-0046,gpt-4o,12574,6770,0.0991,12
2026-05-28,AGT-0046,o3-mini,25899,13945,0.0898,26
2026-05-29,AGT-0046,gpt-4o-mini,20774,11186,0.0098,21
2026-05-30,AGT-0046,gpt-4o,9772,5261,0.077,10
2025-12-02,AGT-0047,llama-3.1-8b,15365,8273,0.0048,15
2025-12-03,AGT-0047,llama-3.1-8b,15925,8575,0.005,16
2025-12-04,AGT-0047,gemini-1.5-pro,12428,6692,0.1138,12
2025-12-05,AGT-0047,llama-3.1-8b,16317,8786,0.0051,16
2025-12-06,AGT-0047,gemini-1.5-pro,10586,5700,0.0969,10
2025-12-07,AGT-0047,llama-3.1-8b,9731,5239,0.0031,9
2025-12-08,AGT-0047,gemini-1.5-pro,13117,7063,0.1201,13
2025-12-09,AGT-0047,llama-3.1-8b,14243,7669,0.0045,14
2025-12-10,AGT-0047,llama-3.1-8b,22025,11860,0.0069,22
2025-12-11,AGT-0047,mistral-large,16265,8758,0.0851,16
2025-12-12,AGT-0047,gemini-1.5-pro,12612,6791,0.1154,12
2025-12-13,AGT-0047,mistral-large,7260,3909,0.038,7
2025-12-14,AGT-0047,gemini-1.5-pro,8801,4739,0.0806,9
2025-12-15,AGT-0047,llama-3.1-8b,18916,10185,0.006,19
2025-12-16,AGT-0047,mistral-large,24674,13286,0.1291,25
2025-12-17,AGT-0047,gemini-1.5-pro,21718,11694,0.1988,22
2025-12-18,AGT-0047,mistral-large,19424,10459,0.1016,19
2025-12-19,AGT-0047,gemini-1.5-pro,18157,9776,0.1662,18
2025-12-20,AGT-0047,gemini-1.5-pro,9588,5163,0.0878,9
2025-12-21,AGT-0047,llama-3.1-8b,10518,5664,0.0033,10
2025-12-22,AGT-0047,llama-3.1-8b,26140,14075,0.0082,26
2025-12-23,AGT-0047,gemini-1.5-pro,17726,9545,0.1623,18
2025-12-24,AGT-0047,gemini-1.5-pro,20149,10849,0.1844,20
2025-12-25,AGT-0047,mistral-large,25309,13628,0.1324,25
2025-12-26,AGT-0047,gemini-1.5-pro,14103,7594,0.1291,14
2025-12-27,AGT-0047,llama-3.1-8b,7607,4096,0.0024,7
2025-12-28,AGT-0047,llama-3.1-8b,6798,3660,0.0021,6
2025-12-29,AGT-0047,mistral-large,14506,7810,0.0759,14
2025-12-30,AGT-0047,gemini-1.5-pro,21041,11329,0.1926,21
2025-12-31,AGT-0047,mistral-large,23898,12868,0.125,24
2026-01-01,AGT-0047,gemini-1.5-pro,17710,9536,0.1621,18
2026-01-02,AGT-0047,mistral-large,16095,8666,0.0842,16
2026-01-03,AGT-0047,gemini-1.5-pro,10388,5593,0.0951,10
2026-01-04,AGT-0047,llama-3.1-8b,9294,5004,0.0029,9
2026-01-05,AGT-0047,gemini-1.5-pro,19273,10377,0.1764,19
2026-01-06,AGT-0047,gemini-1.5-pro,14626,7876,0.1339,15
2026-01-07,AGT-0047,llama-3.1-8b,23702,12763,0.0075,24
2026-01-08,AGT-0047,llama-3.1-8b,24093,12973,0.0076,24
2026-01-09,AGT-0047,llama-3.1-8b,13727,7391,0.0043,14
2026-01-10,AGT-0047,llama-3.1-8b,10790,5810,0.0034,11
2026-01-11,AGT-0047,gemini-1.5-pro,7992,4303,0.0732,8
2026-01-12,AGT-0047,gemini-1.5-pro,12354,6652,0.1131,12
2026-01-13,AGT-0047,gemini-1.5-pro,17107,9211,0.1566,17
2026-01-14,AGT-0047,gemini-1.5-pro,20323,10943,0.186,20
2026-01-15,AGT-0047,gemini-1.5-pro,21281,11459,0.1948,21
2026-01-16,AGT-0047,llama-3.1-8b,25994,13997,0.0082,26
2026-01-17,AGT-0047,llama-3.1-8b,7515,4046,0.0024,7
2026-01-18,AGT-0047,mistral-large,10064,5419,0.0526,10
2026-01-19,AGT-0047,llama-3.1-8b,16245,8747,0.0051,16
2026-01-20,AGT-0047,llama-3.1-8b,24147,13002,0.0076,24
2026-01-21,AGT-0047,mistral-large,21032,11325,0.11,21
2026-01-22,AGT-0047,gemini-1.5-pro,13315,7169,0.1219,13
2026-01-23,AGT-0047,gemini-1.5-pro,21329,11484,0.1952,21
2026-01-24,AGT-0047,gemini-1.5-pro,6894,3712,0.0631,7
2026-01-25,AGT-0047,llama-3.1-8b,6666,3589,0.0021,6
2026-01-26,AGT-0047,llama-3.1-8b,19406,10449,0.0061,19
2026-01-27,AGT-0047,mistral-large,14437,7774,0.0755,14
2026-01-28,AGT-0047,gemini-1.5-pro,26447,14240,0.2421,27
2026-01-29,AGT-0047,llama-3.1-8b,15670,8438,0.0049,16
2026-01-30,AGT-0047,llama-3.1-8b,20397,10983,0.0064,20
2026-01-31,AGT-0047,mistral-large,5700,3069,0.0298,5
2026-02-01,AGT-0047,llama-3.1-8b,10028,5400,0.0032,10
2026-02-02,AGT-0047,mistral-large,13951,7512,0.073,14
2026-02-03,AGT-0047,gemini-1.5-pro,14447,7779,0.1322,14
2026-02-04,AGT-0047,mistral-large,16699,8992,0.0873,17
2026-02-05,AGT-0047,gemini-1.5-pro,20921,11265,0.1915,21
2026-02-06,AGT-0047,llama-3.1-8b,17667,9513,0.0056,18
2026-02-07,AGT-0047,gemini-1.5-pro,10350,5573,0.0947,10
2026-02-08,AGT-0047,gemini-1.5-pro,9272,4992,0.0849,9
2026-02-09,AGT-0047,llama-3.1-8b,20117,10832,0.0063,20
2026-02-10,AGT-0047,mistral-large,14856,7999,0.0777,15
2026-02-11,AGT-0047,mistral-large,16293,8773,0.0852,16
2026-02-12,AGT-0047,llama-3.1-8b,25384,13668,0.008,26
2026-02-13,AGT-0047,gemini-1.5-pro,16453,8859,0.1506,16
2026-02-14,AGT-0047,gemini-1.5-pro,7794,4196,0.0713,7
2026-02-15,AGT-0047,mistral-large,8299,4469,0.0434,8
2026-02-16,AGT-0047,mistral-large,11883,6398,0.0622,12
2026-02-17,AGT-0047,llama-3.1-8b,12024,6474,0.0038,12
2026-02-18,AGT-0047,mistral-large,11861,6386,0.062,12
2026-02-19,AGT-0047,mistral-large,21276,11456,0.1113,21
2026-02-20,AGT-0047,gemini-1.5-pro,23648,12734,0.2165,24
2026-02-21,AGT-0047,gemini-1.5-pro,6860,3693,0.0628,7
2026-02-22,AGT-0047,mistral-large,9460,5094,0.0495,9
2026-02-23,AGT-0047,gemini-1.5-pro,14655,7891,0.1341,15
2026-02-24,AGT-0047,mistral-large,18691,10064,0.0978,19
2026-02-25,AGT-0047,llama-3.1-8b,21433,11540,0.0068,21
2026-02-26,AGT-0047,gemini-1.5-pro,17897,9636,0.1638,18
2026-02-27,AGT-0047,llama-3.1-8b,21963,11826,0.0069,22
2026-02-28,AGT-0047,gemini-1.5-pro,10593,5704,0.097,10
2026-03-01,AGT-0047,mistral-large,9304,5010,0.0487,9
2026-03-02,AGT-0047,llama-3.1-8b,15337,8258,0.0048,15
2026-03-03,AGT-0047,mistral-large,18756,10099,0.0981,19
2026-03-04,AGT-0047,llama-3.1-8b,19096,10282,0.006,19
2026-03-05,AGT-0047,mistral-large,14196,7644,0.0743,14
2026-03-06,AGT-0047,llama-3.1-8b,20548,11064,0.0065,21
2026-03-07,AGT-0047,mistral-large,7290,3925,0.0381,7
2026-03-08,AGT-0047,llama-3.1-8b,6859,3693,0.0022,7
2026-03-09,AGT-0047,gemini-1.5-pro,13911,7490,0.1273,14
2026-03-10,AGT-0047,gemini-1.5-pro,13787,7424,0.1262,14
2026-03-11,AGT-0047,gemini-1.5-pro,17454,9398,0.1598,17
2026-03-12,AGT-0047,llama-3.1-8b,26168,14090,0.0083,26
2026-03-13,AGT-0047,llama-3.1-8b,20943,11277,0.0066,21
2026-03-14,AGT-0047,mistral-large,5125,2759,0.0268,5
2026-03-15,AGT-0047,llama-3.1-8b,6042,3253,0.0019,6
2026-03-16,AGT-0047,mistral-large,20926,11267,0.1095,21
2026-03-17,AGT-0047,gemini-1.5-pro,23516,12662,0.2153,24
2026-03-18,AGT-0047,llama-3.1-8b,20772,11185,0.0066,21
2026-03-19,AGT-0047,mistral-large,18499,9961,0.0968,18
2026-03-20,AGT-0047,llama-3.1-8b,22126,11914,0.007,22
2026-03-21,AGT-0047,llama-3.1-8b,8709,4689,0.0027,8
2026-03-22,AGT-0047,gemini-1.5-pro,9838,5297,0.0901,10
2026-03-23,AGT-0047,llama-3.1-8b,16327,8791,0.0051,16
2026-03-24,AGT-0047,mistral-large,12366,6659,0.0647,12
2026-03-25,AGT-0047,gemini-1.5-pro,12885,6938,0.1179,13
2026-03-26,AGT-0047,gemini-1.5-pro,15743,8477,0.1441,16
2026-03-27,AGT-0047,gemini-1.5-pro,12122,6527,0.111,12
2026-03-28,AGT-0047,llama-3.1-8b,8119,4372,0.0026,8
2026-03-29,AGT-0047,gemini-1.5-pro,5893,3173,0.0539,6
2026-03-30,AGT-0047,gemini-1.5-pro,13368,7198,0.1224,13
2026-03-31,AGT-0047,llama-3.1-8b,20097,10821,0.0063,20
2026-04-01,AGT-0047,gemini-1.5-pro,12380,6666,0.1133,12
2026-04-02,AGT-0047,llama-3.1-8b,20037,10789,0.0063,20
2026-04-03,AGT-0047,llama-3.1-8b,22688,12216,0.0072,23
2026-04-04,AGT-0047,gemini-1.5-pro,5080,2735,0.0465,5
2026-04-05,AGT-0047,llama-3.1-8b,5202,2801,0.0016,5
2026-04-06,AGT-0047,llama-3.1-8b,13172,7092,0.0042,13
2026-04-07,AGT-0047,mistral-large,23900,12869,0.125,24
2026-04-08,AGT-0047,gemini-1.5-pro,23387,12593,0.2141,23
2026-04-09,AGT-0047,llama-3.1-8b,22038,11867,0.007,22
2026-04-10,AGT-0047,gemini-1.5-pro,22795,12274,0.2087,23
2026-04-11,AGT-0047,mistral-large,5638,3036,0.0295,5
2026-04-12,AGT-0047,gemini-1.5-pro,8071,4345,0.0739,8
2026-04-13,AGT-0047,mistral-large,19492,10495,0.102,19
2026-04-14,AGT-0047,llama-3.1-8b,16348,8802,0.0052,16
2026-04-15,AGT-0047,gemini-1.5-pro,13322,7173,0.1219,13
2026-04-16,AGT-0047,mistral-large,13411,7221,0.0701,13
2026-04-17,AGT-0047,gemini-1.5-pro,15789,8502,0.1445,16
2026-04-18,AGT-0047,mistral-large,5044,2716,0.0264,5
2026-04-19,AGT-0047,llama-3.1-8b,10850,5842,0.0034,11
2026-04-20,AGT-0047,gemini-1.5-pro,24759,13332,0.2266,25
2026-04-21,AGT-0047,mistral-large,11714,6308,0.0613,12
2026-04-22,AGT-0047,gemini-1.5-pro,14471,7792,0.1325,14
2026-04-23,AGT-0047,mistral-large,25982,13990,0.1359,26
2026-04-24,AGT-0047,gemini-1.5-pro,18599,10014,0.1702,19
2026-04-25,AGT-0047,mistral-large,7677,4134,0.0402,7
2026-04-26,AGT-0047,gemini-1.5-pro,7929,4269,0.0726,8
2026-04-27,AGT-0047,gemini-1.5-pro,26672,14362,0.2442,27
2026-04-28,AGT-0047,mistral-large,17966,9674,0.094,18
2026-04-29,AGT-0047,gemini-1.5-pro,23383,12591,0.214,23
2026-04-30,AGT-0047,mistral-large,13552,7297,0.0709,13
2026-05-01,AGT-0047,llama-3.1-8b,22997,12383,0.0073,23
2026-05-02,AGT-0047,llama-3.1-8b,6528,3515,0.0021,6
2026-05-03,AGT-0047,llama-3.1-8b,5377,2895,0.0017,5
2026-05-04,AGT-0047,mistral-large,22851,12304,0.1195,23
2026-05-05,AGT-0047,llama-3.1-8b,24315,13092,0.0077,24
2026-05-06,AGT-0047,llama-3.1-8b,12871,6930,0.0041,13
2026-05-07,AGT-0047,gemini-1.5-pro,11966,6443,0.1095,12
2026-05-08,AGT-0047,mistral-large,12697,6837,0.0664,13
2026-05-09,AGT-0047,mistral-large,5697,3067,0.0298,5
2026-05-10,AGT-0047,llama-3.1-8b,7999,4307,0.0025,8
2026-05-11,AGT-0047,mistral-large,16089,8663,0.0842,16
2026-05-12,AGT-0047,gemini-1.5-pro,26327,14176,0.241,27
2026-05-13,AGT-0047,gemini-1.5-pro,23750,12788,0.2174,24
2026-05-14,AGT-0047,llama-3.1-8b,25207,13573,0.0079,25
2026-05-15,AGT-0047,gemini-1.5-pro,19048,10256,0.1744,19
2026-05-16,AGT-0047,mistral-large,7466,4020,0.0391,7
2026-05-17,AGT-0047,gemini-1.5-pro,8349,4496,0.0764,8
2026-05-18,AGT-0047,mistral-large,26937,14504,0.1409,27
2026-05-19,AGT-0047,gemini-1.5-pro,20675,11133,0.1893,21
2026-05-20,AGT-0047,llama-3.1-8b,13205,7110,0.0042,13
